Beers,Type,Alcohol Content,Brewery,Municipality,Province,Parent,Rating,Check-ins,Description,Latitude,Longitude
Houten Kop,Spéciale,0,Brasserie Strubbe,Ichtegem,West Flanders,Unknown,3,8766,Unknown,45.799734,11.7941917
Huardis,Blanche,0,Brasserie Nieuwhuys,Hoegaarden,Flemish Brabant,Unknown,0,0,Unknown,50.7741896,4.8870343
Hypallage,"Blonde, Fermentation haute",0,Brasserie Oxymore,Gouvy,Luxembourg,Unknown,3,74,Unknown,50.1857409,5.9428
Ichtegem’s grand cru,Unknown,0,Brasserie Strubbe,Ichtegem,West Flanders,Unknown,3,28226,Unknown,45.799734,11.7941917
Ichtegem's Vieille brune,"Rouge-brune, Fermentation haute",0,Brasserie Strubbe,Ichtegem,West Flanders,Unknown,0,0,Unknown,45.799734,11.7941917
Ignis & Flamma,IPA,0,De Struise Brouwers par la Brasserie Deca,Unknown,Unknown,Unknown,3,5815,Unknown,46.3144754,11.0480288
IPA,IPA,0,Brasserie Strubbe,Ichtegem,West Flanders,Unknown,3,1880000,"A well-rounded, Highly drinkable India Pale Ale. A bit of Caramel Malt barley provides the richness that mellows out the twang of the hops, including Cascade, Centennial, Chinook and a splash of honorary “C” hop, Simcoe.",45.799734,11.7941917
Iris,"Gueuze, Ambrée",0,Brasserie Cantillon,Anderlecht,Brussels,Unknown,0,0,Unknown,50.841630550000005,4.335866379093762
Irma,Fruitée,0,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,46.3144754,11.0480288
Itters Bruin,Bière de table,0,Brasserie Saint-Lazare,Mons,Hainaut,Unknown,2,212,"The Ittre square (Itterplein) is the Centre of Opitter. The Ittre (river “ITTER”) flows immediately through the village of Opitter.

This old Flemish brown “tablebeer” is a tribute to the inhabitants of the region of the Ittre Valley (Ittervallei), the region of the city of Opitter were brewery Cornelissen is established.

The table beer brand is a very old Flemish style beer, some years ago even still given at schools to children. Also given to pregnant women in hospitals.

DETAILS BEER
- brown (dark) sweet beer
- low fermentation
- low alcohol, 1,25% Alc. vol.
- shelflife one way bottles 25cl 14 months
- shelflife one way bottles 75cl 12 months

available in:
- 24 x 25cl bottles
- 6 x 75cl bottles",50.46893205,3.9561753011415526
Jack’Ouille,Blonde,0,Brasserie de Bouillon,Bouillon,Luxembourg,Unknown,2,10,Unknown,49.8206215,5.086273
Jack-Op,Fermentation mixte,0,Brasserie Boon,Hal,Flemish Brabant,Unknown,3,1755,Unknown,53.7435722,-0.3394758
Jaded Stillwater Artisanal,Ale,0,De Struise Brouwers par la Brasserie Deca,Unknown,Unknown,Unknown,3,1060000,"Stillwater emerged from the Baltimore rowhouse basement of DJ and electronic music producer Brian Strumke back in 2010. A pioneer of “nomadic brewing,” Strumke envisioned Stillwater as a collaborative project without a fixed address, one whose inventive and style-bending beers could be produced anywhere around the globe. Over the next decade, hundreds of unique Stillwater creations would be brewed across five continents. Now Stillwater has permanently planted roots in the Pacific Northwest, where it operates on native land in partnership with the Confederated Tribes of the Chehalis. Stillwater remains a reflection of Strumke’s journey through this world – the places he’s visited, the culture he’s experienced, the friends he’s made. A brewed delusion, always and forever.",46.3144754,11.0480288
Jambe-de-Bois,Triple,0,Brasserie de la Senne,Molenbeek-Saint-Jean,Brussels,Unknown,3,63341,"Blond and copper-colored, Jambe-de-Bois is a powerful and full-bodied beer. It has a scent of ripe banana and a subtle blend of old varieties of aromatic hops. As for taste, the malt dominates, supported by a long and delicate bitterness. It has 8% alcohol. With brett & Maine maple sugar.",50.867886850000005,4.349089742262716
La Jamboise de Bister,Blonde,0,Brasserie Lefebvre,Rebecq,Walloon Brabant,Unknown,3,25,"A blond-coloured beer containing brewer's yeast, La Jamboise is very pleasant to drink and quite cool to the palate. Connoisseurs, on savouring it, will recognise a touch of the piquant taste so characteristic of mustard seeds.",50.6749419,4.152957560369655
Jan Buuc,(Bière-étiquette),0,Brasserie Het Sas,Ypres,West Flanders,Unknown,3,32,Unknown,50.8521947,2.8846047
Jan De Lichte,Blanche,0,Brasserie De Glazen Toren,Erpe-Mere,East Flanders,Unknown,3,18316,"Jan De Lichte is een Belgisch bier van hoge gisting.

Het bier wordt sinds 2005 gebrouwen in Brouwerij De Glazen Toren te Mere in de gemeente Erpe-Mere. Het is een stroblond tarwebier met een alcoholpercentage van 7%. Het bier is vernoemd naar de achttiende-eeuwse boef Jan de Lichte uit Velzeke. Het boek De bende van Jan de Lichte van Louis Paul Boon is op deze rover geïnspireerd.",50.91514315,3.939529208290114
Jan van Gent,Blonde,0,Brasserie Liefmans,Audenarde,East Flanders,Duvel Moortgat,2,175,Unknown,50.8433705,3.6041443
Jan van Oudenaarde,Blonde,0,Brasserie Slaghmuylder,Ninove,East Flanders,Unknown,3,4490,Unknown,50.8214549,4.0037422031066825
Jean Nicot,Triple,0,Brasserie De Graal,Brakel,East Flanders,Unknown,3,72,"Tabaksbier ontwikkeld door sigarenclub Aroma de Cuba en bevat een mengeling tabaksbladeren van Java, Havana en Brasilia.",51.7168889,9.1841762
Jeanke,Blonde,0,Brasserie Deca,Vleteren,West Flanders,Unknown,0,0,Unknown,47.6865361,6.500773
Jessenhofke Bruin,"Fermentation haute, Bio",0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,3,207,Unknown,51.1152543,3.8160967304356808
Jessenhofke Maya,"Fermentation haute, Bio",0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,0,3,Unknown,51.1152543,3.8160967304356808
Jessenhofke Tripel,"Fermentation haute, Bio, Triple",0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,0,0,Unknown,51.1152543,3.8160967304356808
Jezuwiet,"Fermentation haute, Triple",0,Brasserie Boelens,Saint-Nicolas,East Flanders,Unknown,3,80,Unknown,50.3022047,2.7767966
Johannes,Unknown,0,Brasserie De Graal,Brakel,East Flanders,Unknown,3,9538,"Johannes is a beer with a full and mature bouquet. Its flavor is due to its long time of maturing and high level of extract.
The mild bitterness and strong malt hint makes this beer unique.
Johannes beer refers to Johannes Hevelius (Jan Heweliusz). Johannes beer is a joint initiative of the Amber Brewery and the Gdańsk History Museum.

Kontempluj, poszukuj, odkrywaj. W życiu najpiękniejsze są chwile, kiedy sięgasz gwiazd. Tę tajemnicę odkrył już Johannes Hevelius, znakomity astronom i browarnik. Sięgnij po Johanesa, bo warto choć na chwilę oderwać się od ziemi.
Johannes to jasne piwo o pełnym i dojrzałym bukiecie i wyraźnym, esencjonalnym smaku, który zawdzięcza długiemu leżakowaniu i wysokiemu poziomowi ekstraktu.
Powstanie marki Johannes było wspólną inicjatywą Browaru Amber i Muzeum Historycznego Miasta Gdańska. Część przychodu ze sprzedaży piwa jest przeznaczana na zakup eksponatów do muzeum.

14.5°Blg",51.7168889,9.1841762
Joseph,"Fermentation haute, Blonde",0,Brasserie de Silenrieux,Cerfontaine,Namur,Unknown,0,0,Unknown,50.2231657,4.4120879
Joseph Bio,"Fermentation haute, Blonde",0,Brasserie de Silenrieux,Cerfontaine,Namur,Unknown,2,139,Unknown,50.2231657,4.4120879
Joup,Fermentation haute,0,Brasserie Grain d'Orge,Plombières,Liege,Unknown,3,6135,Unknown,50.7377318,5.9611134
Julius,"Fermentation haute, Brune",0,Brasserie De Vlier,Holsbeek,Flemish Brabant,Unknown,4,436985,"Bursting with pungent American hops, Julius - our flagship American IPA - is a bright, juicy beer filled with flavors and aromas of mango, peach, passionfruit, and a melange of citrus juice. A soft, pillowy mouthfeel and rounded bitterness ensure Julius will never tire the palate - a true joy to drink!",50.9215896,4.7570606
Judas,"Fermentation haute, Blonde",0,Alken-Maes,Unknown,Unknown,Unknown,3,82130,"Superb golden ale from the Maes brewery. Clear gold, strong complex flavours with a dry aftertaste. Not to heavy in body and quite lively. Should suit the British palate well. Best served in it's own glass. 8,5% alc. Serving temperature 16 •c",50.87932945,5.307086120219811
Jules de Bananes,Fruitée,0,Brasserie De Ryck,Herzele,East Flanders,Unknown,1,125,Unknown,50.8860005,2.5319929
Jules de Kriek,"Fruitée, Rouge",0,Brasserie De Ryck,Herzele,East Flanders,Unknown,2,49,Unknown,50.8860005,2.5319929
Jupiler,Pils,0,Brasserie Caulier,Péruwelz,Hainaut,Unknown,3,609989,"Jupiler is the most famous and most popular beer in Belgium. This delicious pils is brewed with the finest ingredients (malt, maize, water, hop, yeast), using undisputed craftsmanship, ensuring an outstanding beer quality. Jupiler offers refreshment on a wide variety of occasions, thanks to its digestibility and accessible taste. Jupiler (5,2 % ABV) is ideally served at a temperature of 3 °C. The low-alcoholic variant Jupiler N.A. (0.5%) should be served at 1-2 °C.",50.50233095,3.587733992961138
Jupiler Blue,"Fermentation basse, Pils",0,Brasserie Caulier,Péruwelz,Hainaut,Unknown,2,14089,Unknown,50.50233095,3.587733992961138
Jupiler Blue Lemon & Lime,"Fermentation basse, Pils",0,Brasserie Caulier,Péruwelz,Hainaut,Unknown,2,436,Unknown,50.50233095,3.587733992961138
"Jupiler 0,0%",Unknown,0,Brasserie Caulier,Péruwelz,Hainaut,Unknown,2,28758,Unknown,50.50233095,3.587733992961138
Jupiler Pure Blonde,"Fermentation basse, Pils",0,Brasserie Caulier,Péruwelz,Hainaut,Unknown,0,0,Unknown,50.50233095,3.587733992961138
Jupiler New Tauro,Fermentation basse,0,Brasserie Caulier,Péruwelz,Hainaut,Unknown,3,920,Unknown,50.50233095,3.587733992961138
Jupiler Tauro,Fermentation basse,0,Brasserie Caulier,Péruwelz,Hainaut,Unknown,3,849,Unknown,50.50233095,3.587733992961138
Kalle,Triple,0,Brasserie Gulden Spoor,Wevelgem,West Flanders,Unknown,0,0,Unknown,50.8089591,3.1841013
Kameleon Amber,Bio,0,Brasserie Den Hopperd,Hulshout,Antwerp,Unknown,3,701,Unknown,51.0753923,4.7885461
Kameleon Donker,Bio,0,Brasserie Den Hopperd,Hulshout,Antwerp,Unknown,2,731,Unknown,51.0753923,4.7885461
Kameleon Ginseng,Bio,0,Brasserie Den Hopperd,Hulshout,Antwerp,Unknown,2,379,Unknown,51.0753923,4.7885461
Kamil,Fermentation haute,0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,3,1872,"Kamil is a Belgian golden ale with a soft touch, finished to perfection with local Belgian hops.",51.1152543,3.8160967304356808
Kameleon Tripel,"Bio, Triple",0,Brasserie Den Hopperd,Hulshout,Antwerp,Unknown,3,3152,Unknown,51.0753923,4.7885461
Kapel van Viven Blond,Blonde,0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,0,0,Unknown,51.1152543,3.8160967304356808
Kapel van Viven Bruin,Brune,0,De Proefbrouwerij,Lochristi,West Flanders,Unknown,0,0,Unknown,51.1152543,3.8160967304356808
Kapittel Abt,Brune,0,Brasserie Van Eecke,Poperinge,West Flanders,Unknown,3,41620,"Kapittel Tripel Abt 10° is een amberkleurige tripel van hoge gisting met nagisting op de fles. Deze tripel heeft een vol en complex smakenpallet dat het best kan omschreven worden als vol, rond, licht hoppig maar niet bitter, eerder licht zoetig. De onaangename smaak van alcohol is afwezig, deze is vervangen door een warm mondgevoel.

Kapittel Tripel Abt 10° is an amber-coloured high-fermentation tripel beer, which undergoes secondary fermentation in the bottle. This tripel has a full and complex range of flavours. It has been described as full-bodied, slightly hoppy but not bitter, tending towards a slightly sweet flavour. The unpleasant taste of alcohol has been replaced by a warm mouthfeel.",50.8556646,2.7264961
Kapittel Blond,Blonde,0,Brasserie Van Eecke,Poperinge,West Flanders,Unknown,3,29344,"Kapittel Blond is een zacht blond bier van hoge gisting met nagisting op de fles. De smaak start met een lichte zoetzure toets, waarop een zachte fruitsmaak met een hint van citrus en sinaas volgt. De lichte afdronk, gecombineerd met het sprankelende parelen van de koolzuur, zorgt voor een gebalanceerde verfrissing.

Kapittel Blond is a mild blond high-fermentation beer with secondary fermentation in the bottle. It has a slightly sweet and sour attack, with a mildly fruity palate and hints of citrus and orange. The light finish, combined with the tingle of the carbonation, combines to create a balanced thirst-quenching and refreshing ale.",50.8556646,2.7264961
Kapittel Dubbel,Brune,0,Brasserie Van Eecke,Poperinge,West Flanders,Unknown,3,9298,"In our brewing process for the 7,5° dubbel we use extra winter malt .
This increase in malt results in a higher alcohol content, so the yeast that feeds on the sugars in the malt is given a feast of greater proportions.
By adding sugar, also known as “Belgian candy,” we can increase the activity of the yeast, and the beer gets a second fermentation in the bottle, carbonating the beer in a natural way.
This gives the beer a beautiful and large froth.

This fine Dubbel has a rich malt aroma of malt, yeast, dark fruit, & spice; flavors of sweet malt, yeast, caramel, dark fruit, raisons, and spice, with a faint touch of pleasant bitterness, and it fills up the gap between our 6° Pater and the 9° Prior",50.8556646,2.7264961
Kapittel Pater,Brune,0,Brasserie Van Eecke,Poperinge,West Flanders,Unknown,3,16065,"Our red-brown abbey ale can be considered a “single”, meaning a beer that was made for the guests of the abbey and for everyday consumption.

Hazy, nearly opaque mahogany, with a deep red shining through and a small white foamy head.
This top-fermenting ale is refermented in the bottle, which means you can age the beer for a few years.
The aroma will make you think of sweet burning wood, plums, banana bread, citrus, and a little yeasty zip. Full and complex flavor, hints of smoky dark malt, lovely rolling flavors of caramel and chocolate.

Due to the dark colored malt, the taste repeats a burning sense and gives us hints of sweet peaches, ending in a light hoppy bitterness.",50.8556646,2.7264961
Kapittel Prior,Brune,0,Brasserie Van Eecke,Poperinge,West Flanders,Unknown,3,20769,"Kapittel Prior 9° is een donkerbruin bier van hoge gisting met nagisting in de fles en behoort door zijn volle smaak tot het kruim van de donkere abdijbieren. Bij het proeven neemt men eerst de zachte smaak van geroosterd mout waar, waarna deze overgaat in de complexe toetsen van rozijnen, karamel en de fruitige toets van kruiden.

Kapittel Prior 9° is a dark brown high-fermentation ale with secondary fermentation in the bottle. It is considered the cream of the crop among the dark abbey beers because of its full flavor. When sampling it, you immediately notice the mild flavor of roasted malt, followed by complex notes of raisins, caramel and the fruity note of herbs.",50.8556646,2.7264961
Kapittel Tripel Abt,Triple,0,Brasserie Van Eecke,Poperinge,West Flanders,Unknown,3,41620,"Kapittel Tripel Abt 10° is een amberkleurige tripel van hoge gisting met nagisting op de fles. Deze tripel heeft een vol en complex smakenpallet dat het best kan omschreven worden als vol, rond, licht hoppig maar niet bitter, eerder licht zoetig. De onaangename smaak van alcohol is afwezig, deze is vervangen door een warm mondgevoel.

Kapittel Tripel Abt 10° is an amber-coloured high-fermentation tripel beer, which undergoes secondary fermentation in the bottle. This tripel has a full and complex range of flavours. It has been described as full-bodied, slightly hoppy but not bitter, tending towards a slightly sweet flavour. The unpleasant taste of alcohol has been replaced by a warm mouthfeel.",50.8556646,2.7264961
Karlsquell,Pils,0,Brasserie Martens,Bocholt,Limburg,Unknown,2,2506,Unknown,51.0140082,3.6491165
Kastaar,Blonde,0,Brasserie De Block,Merchtem,Flemish Brabant,Unknown,3,2526,"An authentic beer, brewed since the early 30’s, balancing on a harmony of taste and colour. A fine combination between sweet and bitter and spirited, subtile and complex. Brewed with the finest ingredients, refreshing like a lager beer.",50.9593636,4.2335677
Kasteel Blond,"Blonde, Fermentation haute",0,Brasserie Van Honsebrouck,Ingelmunster,West Flanders,Unknown,0,0,Unknown,50.92169095,3.263136702154667
Kasteel Cuvée du Château,Brune,0,Brasserie Van Honsebrouck,Ingelmunster,West Flanders,Unknown,0,3,Unknown,50.92169095,3.263136702154667
Kasteel Donker,Brune,0,Brasserie Van Honsebrouck,Ingelmunster,West Flanders,Unknown,3,142917,"Kasteel Donker is a member of the Belgian quadrupel family. These are strong dark brown beers where the roasted malt predominates. The very first beer of the Kasteel range is a full-mouthed beer with hints of caramel, coffee and chocolate. The sweet initial taste makes this beer surprisingly complex but very accessible.",50.92169095,3.263136702154667
